364	5275,1686,562,1184,7540,1654,1977,3839,1262,3082,1883,8159,3257,480,2699,6221,6064,4464,381,7972,2952,4640,853,5848,4065,1948,7255,1573,5481,6447,4059,2993,637,7685,2160,3054
285	8168
295	2283
51	760
290	8295,2155
78	6414,5033,8229,3977
239	3358,7533,4864,2291,1692,6771,3990,8264
17	6220,4726,4422,4414,3763
26	4023,8021,4496,31,961,4307,1641,6340,1334,5956,909,847,995,756,2634
339	4684,5601,4827
304	3936,7001,6847,4773,2835
456	1428
474	6023,2092,8015,3668,5151,6551,2191,4263,414,1547,1214,6427,4067,2748,99,2363,7445,3267,1785,6875,7414,5095,7436,677,3111,5535,3082,3680,996,1968,1883,3880,1430,7473,8063,2515,1157,6456,463,3006,3089,1247,1112,5028,1844,2035,3539,5467,3494,5693,6461,1042,5830,4528,3725,2971,136,1129,2678,1731,3549,5874,3886,6264,7676,2546,7545,3151,4053,2657,1106,260,421,5164,1641,1663,4035,4341,4735,1000,2503,3917,3825,1771,7014,4211,587,2295,753,6520,5644,1407,2500,2683,113,2770,7860,6216,4963,2649,8071,1770,644,3012,6904,5598,3335,2180,700,899,4695,3800,5786,6855,2458,8295,7852,8225,6986,3187,1722,180,8121,5449,5067,1934,5717,4153,5371,1881,4045,5488,353,6371,1035,3764,1550,1168,6272,3234,4806,712,6190,6981,5967,3864,3794,7580,7236,7257,1592,3701,156,6609,4165,4323,3786,2988,4999,1841,6035,3499,3266,5460,5160,8242,3198,3019,6935,576,2936,3761,3104,956,6828,4008,6161,5405,8098
421	699,1958,6764,3082,5565,4780,2724,984,6915,7135,5718,1285,1368,3692,679,3391,2368,5399,2983,316,3969,4818,7563,3749,6193,7047,1997,4201,8187,890,4698,854,7107,6218
315	10
329	7893
73	2734
74	3864,3760
174	2402,8135
170	7204
228	488,8052,1596,7804,24,4849,6726,1723,5603,2549,3720,4371,1101,4426,3331,3401,6620,881,2489,2501,3408,5978,5352,2391,1240,906,3844,999,322
269	1349,3022,488,5992,7355,2484,224,234,992,4821,5017,3980,826,5545,1783,3460,1926,5824,1921,3949,4785,6773,5764,2230,4612,6288,745,3668,6680,6649,5652,196,2586,2930,3294,5187,1181,5415,5455,6027,5695,6510,3555,1895,7163,309,3556,2639,6439,2364,546,2192,5232,7149,559,194,832,7789,5812,7938,7949,6081,1695,7468,857,155,8037,8074,1448,2831,1197,6240,1001,2571,5378,1501,8028,1539,3277,7490,3687,5285,1325,3456,3745,971,3406,7892,4696,2965,7581,6783,273,4062,4344,4593,7222,3014,4324,830,3400,5377,1020,1596,497,2440,1951,7010,7095,7835,1303,2319,127,8179,7019,2864,2317,7804,719,6502,8146,2328,3212,4329,7434,1248,5850,7451,3519,7537,6537,6962,2579,7020,5496,5191,4882,1813,7827,1806,1480,1529,4235,8163,2558,7868,2435,3784,3526,3293,1743,7436,612,5209,259,5775,3191,677,1983,177,2731,335,3118,1047,7174,7407,4142,3780,5301,7771,3253,6600,7796,580,6911,7195,1637,5084,4711,8021,4413,1991,243,5746,3983,8063,7621,16,5760,514,4261,2455,4509,2781,6498,422,5793,4137,2335,3733,7483,7885,1626,7684,1011,2522,6699,7919,3863,7613,5548,7927,6456,1425,2768,426,6323,7127,167,321,5767,2941,5628,2727,3978,5919,982,1962,6135,450,6192,6505,3310,6450,115,4906,7099,3446,2362,6696,1593,5186,3480,3326,3704,1196,6772,2626,4703,2669,7452,2985,4668,3437,5527,7629,3112,2677,7059,6508,8053,5053,65,7800,5857,3958,2524,6703,2598,2024,4885,2618,5471,2331,1917,4887,2971,7865,3031,2268,7564,3888,6993,1782,1884,2605,1674,5829,525,7474,2678,2631,5961,3692,8094,7310,6069,4191,3601,2559,650,3396,3683,1446,1488,5571,133,338,7008,2935,292,2366,4378,8005,5707,6788,624,6220,8046,4296,6648,819,4765,5043,5960,5269,1499,5348,2544,2629,4314,1156,245,6457,3086,1625,2174,6247,447,652,1273,7696,6446,5822,7317,7024,2105,3855,4578,5600,260,166,726,1834,7571,7484,2416,1647,5339,3592,4110,4080,7648,3371,2660,7855,966,5603,1419,708,6376,845,1296,6394,5740,7623,7110,6789,2064,5312,5228,2801,7225,2457,6469,5395,61,8120,679,5537,3754,3982,3,734,3990,7426,4406,7427,6595,3275,4869,8040,5661,534,4086,7400,729,6863,2840,2176,886,5945,6037,7953,3105,3093,2031,6267,5785,381,4243,6340,6835,27,5363,3436,7995,56,1125,2265,2294,1443,1918,8271,3792,875,6895,7153,6236,8282,4935,1868,7617,7593,3009,7522,8244,2027,7972,4247,7887,6715,3770,864,7737,4850,4944,5644,6043,365,6053,5199,5773,605,5182,4426,2315,1360,4654,429,3061,8106,6940,6344,2033,1482,7185,5712,4223,4119,3914,3331,949,147,3134,3796,7365,6415,3937,6645,7831,6675,2647,1610,6367,3448,5391,2132,4808,2649,7911,566,241,4123,5222,2329,893,7957,720,5039,6326,5143,4360,1067,6319,7035,146,1065,8196,7027,3107,3335,2811,2659,6066,3094,2407,4547,1498,286,5473,1377,972,5128,2489,586,5136,1411,3300,7765,5089,2446,5835,2890,6477,2813,2175,6779,7742,5823,5801,4638,1947,1679,6614,7903,5267,1464,4447,7886,3222,1486,499,4016,8077,3162,835,3127,6226,6855,1481,4880,5132,6707,7852,2630,7094,3675,7342,4599,7891,3731,7661,314,8081,6628,4644,1484,4923,4661,4071,8180,2143,6960,5490,2570,3408,3713,1436,1872,1230,6666,3905,7002,1115,869,7180,6598,180,1028,4014,6778,946,187,1164,6646,5277,6884,6636,4433,7065,247,5917,5833,2673,3184,3557,37,4487,2842,3717,960,7071,6665,6088,1061,513,3634,5595,7336,5717,3803,1150,8291,1865,2156,5174,1033,6423,6129,7618,8095,1933,393,1241,6780,2254,4225,7450,490,792,3969,3735,2026,2949,6737,2301,1329,5620,1378,6377,1736,5578,7774,5776,3714,353,193,4436,6371,6317,4477,1826,3764,1767,8083,2089,4328,7255,8001,2765,4179,2103,2507,7524,2921,4273,3487,3024,7889,4967,2876,8090,2071,1037,6565,5594,3390,332,815,3850,7701,7277,2538,1397,2680,1561,2512,3106,7863,60,3849,7048,5351,47,7155,3620,2541,3929,2443,6848,7529,1928,3977,3242,1831,3510,2883,2891,178,4682,5176,6121,1889,2409,7160,516,5763,5091,5878,160,7510,6878,7268,7072,789,6339,3003,873,6630,4619,2255,2751,3496,4558,2530,4469,5068,1387,171,2885,5225,6139,7033,2912,7287,921,4964,2423,1668,417,5198,1463,6063,1923,3136,4282,10,6938,1545,4486,7959,6127,340,142,6609,1652,1297,7815,4677,1478,5090,4165,1004,112,5392,4595,4283,1433,5521,2906,6656,4771,8112,1775,4737,4170,3889,7975,3586,4120,2068,1697,5525,6881,2302,4962,249,3973,959,618,4338,3143,7402,4846,827,5959,1220,3878,637,4423,1267,5819,2405,469,2410,3670,8097,7032,4622,6634,5111,1145,506,6676,7741,3499,2165,8068,223,6156,3266,4352,2604,1842,3288,3345,6005,3186,2634,710,6856,684,913,4213,7967,145,2909,4553,154,4125,8294,7941,3020,4246,4325,5778,7353,5705,6217,3809,7853,3870,4038,7766,6583,5590,1012,3709,5287,922,6954,8131,2285,5711,1644,4565,7049,2835,3691,3761,2999,1930,4767,4966,8115,3965,6903,6934,3797,956,4347,1757,2682,7007,315,322,6575,3783,3970,741,6014,7193,545,3567,5063,4013,4545,8057,4889,5200,4697,6060,8209,5059,5531,1179,1504,3097,1040,5616,3862,8124,8110,4874,3596
10	1746,3208,298,8197,5434
249	7045,5771,210
86	1606,7003,2449,7697,2924,8150,5805,1336,800,2319,2444,4145,7804,8146,4478,6493,2994,8085,6265,2724,5643,5610,3700,4918,5733,2799,2077,5290,4742,7691,943,2668,5942,1917,2203,2887,6366,5714,1864,1488,573,7976,2272,260,5445,8126,2277,5384,6259,3458,3706,4735,1286,191,5447,5935,5945,2769,4706,7910,8271,5057,7315,3241,1223,3514,773,1896,2608,3363,7795,4411,2253,3551,2762,403,349,3018,775,5473,3800,164,4530,3542,6986,3611,324,3408,5939,4776,4031,7637,7425,4461,389,2441,4183,7121,4969,4795,1794,2680,2246,4913,2443,1358,304,2442,344,4682,7724,549,1795,1698,6029,3149,3697,7456,1788,1775,3041,1870,2488,4962,4778,1309,1356,2583,1514,4645,6494,2504,6930,339,5737,1712,2995,7766,6016,6613,5752,7471,6261,3783,4363,3110
265	438,5000,3246,5201,8047,923,4530,3500,469,5081
58	3211
0	8137,663,3298
299	6965,2361
286	7057,1284,6005,3636
54	6978
180	598,7691,3959
59	4630,3619,3782,2385,5323,5280,1030,1290,3590,3606,8196,6334,2830,1706,411,5015,5220,1022,8242,2682,3379
472	488,6391,6020,2241,7651,3628,4612,6126,2561,5615,6458,543,3285,7810,3175,2901,8028,2748,3255,6113,4630,7730,4145,1207,6886,6304,1853,5659,758,7601,2775,1416,2907,514,6204,7006,6307,6772,5839,6071,1323,974,5830,4876,6703,3008,7495,6963,1720,1705,7198,152,4191,1350,4199,4250,5735,7856,2366,6542,6908,2629,6843,3077,3525,845,1737,1570,6149,3765,2228,317,4463,4406,3275,1000,752,8162,4371,7203,2057,7961,5280,4598,8174,4236,3459,3524,820,3518,3957,988,6114,3481,4688,391,8290,5299,853,2446,3098,2792,5231,1587,5609,1332,615,7661,3412,4055,2143,2761,6601,4995,6230,6561,3946,6183,345,3755,2902,8054,6665,2940,2870,7424,2531,2670,5015,2301,1287,1946,1104,6685,437,1055,7994,1784,1534,686,1665,3424,8055,7277,47,5803,7323,6021,8075,2883,6165,2420,4544,2052,5397,3637,4873,2919,1070,1068,1931,2848,3681,6519,856,6196,7944,591,6692,7688,3498,4256,4318,3925,4383,1726,3356,7363,3907,8122,4162,956,6623,246,8233,4468,7740
23	5415
64	250
289	3285,5883,1446,3564,1190,6837,840,6282,4130,4698
101	6547,3402,5178,5022,4577,8056,6755,6586,52,5702,2224,1127,7945,3440,4568,880,401,4538,1157,4178,5475,804,6481,5747,4465,5714,6215,2713,338,6999,573,2283,5665,5390,4348,3493,2801,2471,4576,701,8162,812,1221,3163,3825,3711,4935,2747,8171,4479,5510,657,403,7682,6066,2852,5055,2264,314,5836,2570,3090,2861,5595,173,6725,1551,8055,1794,2550,101,1002,2594,3730,5019,4608,584,5682,2875,606,6179,7150,577,529,5994,1220,5459,6761,6954,7869,8233
94	1680,1325,3049,3547,7750,5284,372,7670,4205,1822,7572,4043,5392,6179,4829
397	7871
189	2151,3280,8253,7300,6448,7023,1464,7016,5902,3080,5489,8131,1099
150	62,2258,967
71	1158,7882
8	74,5375,2399,3952,732,4582
312	5971
35	4932,3493
479	4465
444	1374,2851
134	6548
347	2082
6	1634
327	7215
147	1737,3545
449	713,4190,7870,554,2081,7719,1139,7753,4494
313	387
271	5116
314	6440,7022,495,6511,7780,6976,3492,649,6579,5859,1859,4152,2282,3941,6947,5191,1422,116,7982,7042,3871,552,6699,2980,6036,1971,6071,2998,7229,7564,1135,6229,128,2034,638,5946,4080,5300,2346,3109,4937,2549,4353,3917,3445,6166,2658,8174,5644,3918,5353,1403,6632,1984,1939,1175,6582,4623,2615,3611,494,2540,731,6183,862,1150,5174,1891,3205,5940,3920,5018,7048,764,2740,3637,7052,5090,6044,5897,4319,6005,6504,710,3615,7869
68	2656,4924,7966,3352,3243,2826,3638,2491,8036,7698,5449,359,7980,8122,7583
22	1418
196	8293,5033
425	1528,6736,4040,5486,4414
418	3717,4397
229	3440,3290
