197,428,391,243,282,35,420,35,162,425,5,315,28,209,207,87,13,429,92,378;1;342,6892,5833,5371,6291,1362,5445,3435,7050,1027,2092,759,2016,2371,4441,3010,1285,1395;18;5
263,310,175,150,390,192,414,173,199,319,434,266,270,35,229,305,468,184,212,105;1;3078,358,7853,3750,2148,5765,3152,6650,3713,1797,824,191,5987,1487,286,1154,317;17;5
392,219,37,33,282,324,395,116,443,360,375,468,161,433,31,36,202,120,227,237;1;6632,2530,1230,8047,2652,3271,2953,1618,5445,1483,161,6439,6901,3563,2802,3803,2102,1166,150;19;4
336,178,386,340,294,38,446,132,5,41,105,332,412,252,407,286,440,257,416,163;1;5732,4373,2596,6340,37,6471,3637,5371,3713,7451,1416,7866,5233,2204,8021,3822,4008,2311,7871,2708;20;5
325,244,120,163,439,291,8,332,468,298,259,315,376,83,448,292,453,262,346,364;1;6182,1230,8021,1461,8087,429,1612,554,4068,1049,3587,857,746,2371,5466,2708,816,68,150,371;20;4
102,431,145,124,177,306,139,460,36,448,230,35,471,421,84,365,153,239,386,366;1;8212,3583,4486,1576,7181,2596,30,2765,1940,6901,4373,2529,633,3305,950,2701,764,802,842,656;20;4
119,394,376,77,443,275,47,139,255,353,6,343,26,473,48,352,28,261,380,262;0;0;-;-;-
50,427,364,153,230,16,5,262,384,447,133,202,182,30,92,283,271,236,386,329;1;855,8297,554,1576,5371,1612,3054,4394,2596,3209,633,7050,565,797,2802,1099,2137,3483,2145,1164;20;5
387,414,412,97,256,231,414,113,441,365,122,434,399,152,63,444,160,45,295,51;1;2452,6487,4910,1441,1093,4942,5164,3686,824,3759,587,2608,1210,5684,20,163,7871,842,215;19;4
332,392,95,265,205,445,422,369,271,191,411,355,100,136,311,144,96,308,197,323;1;3965,8147,5848,2241,5285,916,800,6511,1976,342,6282,3271,1337,2409,3011,41,1520,2790,1982;19;5
85,258,142,396,246,408,278,366,328,18,275,371,208,426,141,250,3,277,467,264;1;622,7690,1589,1798,2592,397,2845,1773,5209,1052,2969,950,3576,239,636,1031,6946,996;18;4
66,326,229,387,225,422,117,242,65,136,70,155,390,218,388,72,473,354,99,211;1;6782,1762,4604,2241,8182,5991,1792,2813,5850,6464,5671,306,6229,4979,3832,1210,2974,2435;18;4
398,363,179,436,43,336,184,164,80,153,342,260,264,2,458,400,53,440,119,55;1;5127,236,3243,5732,3152,7498,554,5253,5233,2728,633,2643,1584,1962,3542,2500,1003,4283,1103,87;20;4
157,464,14,210,28,171,103,92,225,146,461,416,292,232,267,282,325,165,446,359;1;6067,5062,1802,7574,4604,800,6182,3637,8028,7050,2238,1102,5445,44,4008,318,746,2909,1024,370;20;4
431,439,243,401,189,244,84,434,8,391,396,63,286,345,445,358,90,342,265,379;1;8212,1461,5833,7866,5731,5848,554,1552,2529,3759,4534,1374,1646,6481,321,2016,286,5466,816,68;20;4
466,351,78,221,42,438,459,102,131,75,146,309,45,440,157,263,96,115,147,21;1;6186,106,2009,6726,6903,4942,5233,3078,2905,2203,30,7648,2238,3919,158,41,1931,5818,7;19;5
253,317,236,128,203,222,266,160,69,29,324,457,413,393,373,166,444,452,58,349;1;6645,6795,4394,7203,2902,7294,5645,4508,756,587,2423,3563,1761,1123,4065,6255,1159,20,35;19;4
196,51,448,57,176,151,269,204,430,367,52,114,359,98,310,428,325,245,413,105;1;5471,3686,5778,902,1707,8180,4043,8028,5339,358,6892,6182,3713,1049,6423,2423,7961,5100,99;19;4
